6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00,6.274509803921568540e+00
